i,S,A,kind,p,radius,g_star,g_pi,gap,sp_resid,ok,nongreedy_gap,nongreedy_violates
211,7,6,contamination,2.0,0.25,0.8015870041437163,0.3411781964438051,0.4604088076999112,1.6304117030061263,True,0.454925410093416,False
212,6,3,lp,2.0,0.05,0.8078355513996986,0.41538873462929293,0.3924468167704057,1.6775867127669424,True,0.2576998606820874,False
213,8,4,lp,inf,0.05,0.7142012953170628,0.27998976447022905,0.4342115308468337,1.8328317782433516,True,0.17193742093230646,False
214,10,5,lp,1.0,0.08,0.8148955012244062,0.6512850346830121,0.1636104665413941,1.777615366104305,True,0.3259290392587595,False
215,7,6,contamination,2.0,0.1,0.8550600411873654,0.470303511728415,0.38475652945895045,1.5698448351859557,True,0.539240339683829,False
216,6,3,contamination,2.0,0.25,0.7813028429518004,0.18383357068414008,0.5974692722676603,1.4890322608215714,True,0.6426906619642266,False
217,8,4,lp,2.0,0.05,0.9207298148109448,0.4941524563333753,0.42657735847756956,1.6021867515093353,True,0.4408652490558522,False
218,10,5,lp,inf,0.05,0.6591597571478702,0.32161086019500656,0.33754889695286366,1.6248533806034706,True,0.27810790921164064,False
219,7,6,lp,1.0,0.08,0.8518278786913571,0.5852589415993439,0.26656893709201324,1.4982840851847152,True,0.5258560571311848,False
220,6,3,contamination,2.0,0.1,0.7965029459751197,0.5271824014513605,0.2693205445237592,1.4016600896945444,True,0.4233969526492799,False
221,8,4,contamination,2.0,0.25,0.7316530064615827,0.2547327304853818,0.4769202759762009,1.878706195198959,True,0.3205581271837701,False
222,10,5,lp,2.0,0.05,0.8366127841840253,0.5012133696448486,0.33539941453917665,1.6535318814375823,True,0.469603344312273,False
223,7,6,lp,inf,0.05,0.9307018455551649,0.6097496396576408,0.32095220589752405,1.652399803821643,True,0.3123015440283905,False
224,6,3,lp,1.0,0.08,0.8098324830248773,0.666274218903912,0.14355826412096528,1.4291631297570537,True,0.39210862555280646,False
225,8,4,contamination,2.0,0.1,0.7427103536373452,0.29111333589608407,0.4515970177412611,1.698774565443657,True,0.3606298552238465,False
226,10,5,contamination,2.0,0.25,0.7033097310349259,0.2690198626662058,0.4342898683687201,1.3926624308785671,True,0.5217536230947355,False
227,7,6,lp,2.0,0.05,0.8716122415116982,0.5709881618440773,0.30062407966762095,1.692454726835567,True,0.43988651152707825,False
228,6,3,lp,inf,0.05,0.9113348249867944,0.3022264885904021,0.6091083363963923,1.6635630833192458,True,0.4865035297910976,False
229,8,4,lp,1.0,0.08,0.8005441138782103,0.6101479218301519,0.19039619204805847,1.4141604880209822,True,0.3904752222835563,False
230,10,5,contamination,2.0,0.1,0.8478106433263378,0.5386385964271478,0.30917204689919,1.694254116233707,True,0.25195995441387853,False
231,7,6,contamination,2.0,0.25,0.8551315101483666,0.27620593043954655,0.5789255797088201,1.7731121864545807,True,0.5803341987095298,False
232,6,3,lp,2.0,0.05,0.6413546528838865,0.6288935470552935,0.012461105828592944,1.0537926028936058,True,0.3178401995613656,False
233,8,4,lp,inf,0.05,0.7231415286581333,0.3668010329115324,0.3563404957466009,1.5694710726069516,True,0.13601084854394696,False
234,10,5,lp,1.0,0.08,0.8549737140747649,0.5331950457462288,0.3217786683285361,1.6653540096512267,True,0.3471667091432371,False
235,7,6,contamination,2.0,0.1,0.9030022904049997,0.5669653152565415,0.3360369751484582,1.7752623037481143,True,0.43793181549510973,False
236,6,3,contamination,2.0,0.25,0.5349042146967433,0.2762801603694909,0.25862405432725244,1.4258833252019678,True,0.0606735491609951,False
237,8,4,lp,2.0,0.05,0.843922571308756,0.4198624814145671,0.4240600898941889,1.4314223942807982,True,0.47138921714502746,False
238,10,5,lp,inf,0.05,0.8206812965218713,0.425987182891773,0.39469411363009826,1.834353674984011,True,0.47769169842949155,False
239,7,6,lp,1.0,0.08,0.7540509845091954,0.4894255573213264,0.26462542718786897,1.4776660412301967,True,0.3291458545235466,False
240,6,3,contamination,2.0,0.1,0.7098748180890002,0.5068300665711702,0.20304475151782997,1.3315357856505483,True,0.5103333985481031,False
241,8,4,contamination,2.0,0.25,0.7872850224671974,0.4292608775986662,0.35802414486853124,1.5670502754654518,True,0.1705142423752004,False
242,10,5,lp,2.0,0.05,0.8486176954486945,0.46957572938493664,0.37904196606375784,1.6682130228090244,True,0.298034331508765,False
243,7,6,lp,inf,0.05,0.849995653076026,0.5635102671326632,0.2864853859433628,1.629813098041626,True,0.07622774994340564,False
244,6,3,lp,1.0,0.08,0.7544715785017467,0.2418913250042934,0.5125802534974533,1.3736017266607736,True,0.19395815803503913,False
245,8,4,contamination,2.0,0.1,0.7531607587324013,0.5236805905505842,0.22948016818181705,1.6623773929983545,True,0.3914567466043264,False
246,10,5,contamination,2.0,0.25,0.7002830943276237,0.4144287927752749,0.2858543015523488,1.6202639187688723,True,0.34334230804146615,False
247,7,6,lp,2.0,0.05,0.909088114435833,0.3827763507219196,0.5263117637139134,1.5756408766594663,True,0.49496693226577027,False
248,6,3,lp,inf,0.05,0.6355073524266985,0.4594236549726167,0.1760836974540818,1.325411114091066,True,0.3479094166654437,False
249,8,4,lp,1.0,0.08,0.8579298746983559,0.5173042617266936,0.3406256129716623,1.6314851990550934,True,0.26777028513071066,False
250,10,5,contamination,2.0,0.1,0.7984430280206618,0.33589791686779785,0.46254511115286395,1.5851978270107194,True,0.5930160546842723,False
251,7,6,contamination,2.0,0.25,0.7527851032809594,0.3430621346622613,0.40972296861869806,1.485782122300664,True,0.4258488627875771,False
252,6,3,lp,2.0,0.05,0.6354014685628917,0.49596249443622625,0.13943897412666545,1.1442988741321725,True,0.3007041584396104,False
253,8,4,lp,inf,0.05,0.634589925655833,0.3674796640355913,0.26711026162024176,1.2898719518654826,True,0.42696014306864294,False
254,10,5,lp,1.0,0.08,0.8524329728164924,0.23094962424120924,0.6214833485752832,1.7959236117514052,True,0.2897708345097004,False
255,7,6,contamination,2.0,0.1,0.9148831694199121,0.49419118208583723,0.42069198733407487,1.9585345738796434,True,0.34707818422108916,False
256,6,3,contamination,2.0,0.25,0.6435438060319936,0.19926210566438587,0.4442817003676077,1.5799515526823829,True,0.0833498323828279,False
257,8,4,lp,2.0,0.05,0.8615885028079293,0.6467011448792707,0.21488735792865865,1.473411426075106,True,0.6230020438926669,False
258,10,5,lp,inf,0.05,0.8053359158648077,0.45674676077922977,0.3485891550855779,1.7471928670840682,True,0.39790776333950195,False
259,7,6,lp,1.0,0.08,0.9298032212668491,0.7772222366704715,0.1525809845963776,1.5821537799433372,True,0.3021587158965361,False
260,6,3,contamination,2.0,0.1,0.791605581328759,0.5854882431954138,0.2061173381333452,1.2411260037245566,True,0.3998075627273928,False
261,8,4,contamination,2.0,0.25,0.8033170626972648,0.21898822387275918,0.5843288388245056,1.5973798896778675,True,0.30979573701752705,False
262,10,5,lp,2.0,0.05,0.893665658210918,0.4201737942244522,0.4734918639864658,1.8452416230686086,True,0.3817129492300436,False
263,7,6,lp,inf,0.05,0.8624685664817663,0.4160945388379256,0.4463740276438407,1.8001020949116542,True,0.22534033857296,False
264,6,3,lp,1.0,0.08,0.593610885164906,0.2081096946127572,0.3855011905521488,1.0313450760034102,True,0.19813288055007067,False
265,8,4,contamination,2.0,0.1,0.7730647914194696,0.40995536244006986,0.36310942897939974,1.6642686637701445,True,0.4619131589586691,False
266,10,5,contamination,2.0,0.25,0.7190585352514848,0.3697192715195159,0.3493392637319689,1.6398104713559463,True,0.35782753556849967,False
267,7,6,lp,2.0,0.05,0.7553592852241668,0.44514315639921515,0.3102161288249517,1.3904063934434383,True,0.37988969777613624,False
268,6,3,lp,inf,0.05,0.7933629662430086,0.5666109963124468,0.2267519699305618,1.3847592958013806,True,0.3928036972838181,False
269,8,4,lp,1.0,0.08,0.819711554869066,0.4869723931330467,0.3327391617360193,1.7174641297673765,True,0.31426843263785076,False
270,10,5,contamination,2.0,0.1,0.8728019839498415,0.6070561098871533,0.26574587406268824,1.5317954068167643,True,0.4389162578364109,False
271,7,6,contamination,2.0,0.25,0.7952953141508048,0.35550135144680783,0.43979396270399695,1.8866803189549781,True,0.4994235924460435,False
272,6,3,lp,2.0,0.05,0.8493021889091268,0.3569963821929377,0.49230580671618906,1.7456651549577522,True,0.6640904598954032,False
273,8,4,lp,inf,0.05,0.8069670336841595,0.4848540719451247,0.32211296173903475,1.4264244789292766,True,0.37021939267556275,False
274,10,5,lp,1.0,0.08,0.7962093714076007,0.39846038374576775,0.397748987661833,1.6960649763799862,True,0.1485732860185497,False
275,7,6,contamination,2.0,0.1,0.7267776302100913,0.29946835968807406,0.4273092705220173,1.6469251444695374,True,0.1907033234165435,False
276,6,3,contamination,2.0,0.25,0.7323101414942801,0.6213071943772843,0.11100294711699576,0.9272851089536586,True,0.45192060732078726,False
277,8,4,lp,2.0,0.05,0.8291082701118242,0.2770178894672655,0.5520903806445587,1.674984509104239,True,0.16756785066288582,False
278,10,5,lp,inf,0.05,0.7602080628857755,0.4525139754246612,0.30769408746111426,1.9174448692721917,True,0.30692536747316573,False
279,7,6,lp,1.0,0.08,0.9324097642809464,0.4629760473401444,0.46943371694080194,1.8134134142561713,True,0.23016822136496717,False
280,6,3,contamination,2.0,0.1,0.9277739424038198,0.6393679407623136,0.2884060016415062,2.0276767222715346,True,0.6149719954279714,False
281,8,4,contamination,2.0,0.25,0.7876483773349354,0.4134051153803532,0.37424326195458224,1.3282520094666266,True,0.451729446898375,False
282,10,5,lp,2.0,0.05,0.8637088190577503,0.3938669458989764,0.4698418731587739,1.7375605361687647,True,0.29292684163207994,False
283,7,6,lp,inf,0.05,0.812189686856181,0.27059067105617696,0.541599015800004,1.7987723525839265,True,0.42870204330885,False
284,6,3,lp,1.0,0.08,0.82249453182071,0.2942854201551883,0.5282091116655216,1.5739306314588548,True,0.4052915371640457,False
285,8,4,contamination,2.0,0.1,0.6882324743274473,0.4233772387044308,0.2648552356230165,1.5981790420810769,True,0.4868812037185251,False
286,10,5,contamination,2.0,0.25,0.7961588389513816,0.35023472328675187,0.44592411566462975,1.6837088694264493,True,0.4070099255734335,False
287,7,6,lp,2.0,0.05,0.795503695381867,0.484050538998412,0.31145315638345505,1.5116384375551357,True,0.23778086556778344,False
288,6,3,lp,inf,0.05,0.6009582003766621,0.4215443441473818,0.17941385622928036,1.5356092659852365,True,0.22508639836811017,False
289,8,4,lp,1.0,0.08,0.7326093645400088,0.5913707110780982,0.14123865346191056,1.1604087260974711,True,0.3742240487607284,False
290,10,5,contamination,2.0,0.1,0.7597037233569903,0.3072587127110655,0.45244501064592485,1.8168093822743692,True,0.36460831437504904,False
291,7,6,contamination,2.0,0.25,0.7095574989058598,0.39101673394193276,0.3185407649639271,1.9294217851077295,True,0.25592923352072927,False
292,6,3,lp,2.0,0.05,0.6348685383012529,0.19083316073702575,0.4440353775642272,1.6843118530634247,True,0.09344436987688676,False
293,8,4,lp,inf,0.05,0.8327186578811272,0.4842884653410964,0.3484301925400308,1.5845079489761904,True,0.5010086644435965,False
294,10,5,lp,1.0,0.08,0.8549785929218217,0.4235327454063319,0.43144584751548976,1.7613394044212876,True,0.4657601032553682,False
295,7,6,contamination,2.0,0.1,0.846243037737879,0.34449122416719324,0.5017518135706858,1.6377947369104655,True,0.43251778882426295,False
296,6,3,contamination,2.0,0.25,0.7810358837913892,0.27774979358042906,0.5032860902109602,1.8625362901107225,True,0.3897545418559002,False
297,8,4,lp,2.0,0.05,0.7736923137930414,0.38515436993318974,0.38853794385985163,1.728773037803032,True,0.14483603654282495,False
298,10,5,lp,inf,0.05,0.9101528768076934,0.3140600657477314,0.596092811059962,1.7858992827599383,True,0.3951563294004261,False
299,7,6,lp,1.0,0.08,0.7915362847775728,0.5118158297887531,0.2797204549888197,1.7898443517205416,True,0.08238283894820653,False
